customer_id,segment,recency,frequency,monetary,churn_probability,churn_risk_level,predicted_clv
b0c3cd877e81291a25eb0be8b1919458,Champions,79,1,2045.47,0.7780781140059543,Critical Risk (70-100%),2239789.6500000004
a7acd7f8aefc1d48f618e3f15c5e327b,Champions,112,1,2036.04,0.7616040487031805,Critical Risk (70-100%),2229463.8
3d81d4e0977945889ce7eee309a884c5,Potential Loyalists,112,1,2034.31,0.7474347924805148,Critical Risk (70-100%),2227569.45
5a04d5472eb5ee998250f0977b31f772,Potential Loyalists,18,1,2032.0,0.6518119987333543,High Risk (50-70%),2225040.0
a813e96ecd044395587037a8314a4151,Champions,59,1,2031.09,0.7659690867036785,Critical Risk (70-100%),2224043.55
10080cf8d46d43de1133521a8567b153,Others,178,1,2028.65,0.7413320096451967,Critical Risk (70-100%),2221371.75
9cb4965f1caae128f5a82f1345e2e8bc,Loyal Customers,117,1,2027.26,0.7566599309965971,Critical Risk (70-100%),2219849.7
02b6ef845021b8fefe19c8d200f3ee06,New Customers,149,1,2024.31,0.7600508308978647,Critical Risk (70-100%),2216619.45
921972f1568c1c75a26b18b4cb4ed5a7,Loyal Customers,13,1,2022.33,0.652941586092764,High Risk (50-70%),2214451.35
28f6c5e53f39cd45ccd6b22fc82cd1d1,New Customers,108,1,2022.02,0.7367670992399301,Critical Risk (70-100%),2214111.9000000004
a22ee6bd65e350c2d1a0d9a12c2e465f,Champions,12,1,2014.99,0.6591331832756048,High Risk (50-70%),2206414.05
6e328f26167e5c9f1c9ac765e6e95f4d,Loyal Customers,97,1,1995.69,0.7425316293370092,Critical Risk (70-100%),2185280.55
ee4fb55368c4c4fa5069f4c7cbe0ed2e,Champions,79,1,1992.42,0.7802233116771957,Critical Risk (70-100%),2181699.9000000004
fec38f6590f4d8e78563eacd15f0413c,Champions,144,1,1989.96,0.7812563994139731,Critical Risk (70-100%),2179006.2
a7ca51c5d161c34444a45ff503b78b0c,Champions,142,1,1989.75,0.773660131793842,Critical Risk (70-100%),2178776.25
a0cd1f3e0a9259b6dd8ec0ed4f63a63e,Champions,26,1,1978.18,0.6707843260306038,High Risk (50-70%),2166107.1
f2a9c45fecbca38c65837639d0e1c0f2,Champions,128,1,1963.14,0.7707243958886191,Critical Risk (70-100%),2149638.3000000003
ea10c984e50edffb58668706bd0bbfc2,Champions,144,1,1963.14,0.7790559221659282,Critical Risk (70-100%),2149638.3000000003
f444ba0d223518973d2ab5ee663bfd9a,Champions,141,1,1963.14,0.7775122593169731,Critical Risk (70-100%),2149638.3000000003
ca9ff40e3d69e5ffc34a46ed9b91451c,Champions,151,1,1951.95,0.7751866518204977,Critical Risk (70-100%),2137385.25
b25c74b16e09b4a3390a6db984004c44,Champions,110,1,1937.64,0.7518332169831871,Critical Risk (70-100%),2121715.8000000003
994e2b50ade6ead19626283999638f25,Loyal Customers,79,1,1936.99,0.7621971741939523,Critical Risk (70-100%),2121004.05
7530369a1ddf13882910895b0559423d,Loyal Customers,36,1,1930.34,0.735833495769471,Critical Risk (70-100%),2113722.3
bb68ab36f08cea9dece50c4d5f63e1ca,Champions,60,1,1927.38,0.7575364034803413,Critical Risk (70-100%),2110481.1
ac32c69c438fa163767f5aa5c4d0b6e1,Champions,87,1,1925.77,0.7723508073195664,Critical Risk (70-100%),2108718.1500000004
1a3d1e8b28c0ee27c23333ee108c47e6,New Customers,62,1,1924.03,0.7369842101069062,Critical Risk (70-100%),2106812.85
14cf3e40a2b5076d2d0384a7e68ca06f,New Customers,23,1,1916.08,0.6356024930776435,High Risk (50-70%),2098107.6
95376669d92be6a7dcf0494e0b1d9917,Loyal Customers,73,1,1915.53,0.7569605331507617,Critical Risk (70-100%),2097505.35
cd020f72b3994d3dda2f464efe9aa99b,Champions,111,1,1915.13,0.7503819073408032,Critical Risk (70-100%),2097067.35
e7ed4f9558a25b5403b41224518d052a,Champions,149,1,1902.55,0.7766221201005359,Critical Risk (70-100%),2083292.25
025cf7c2f32536f0be1ab412bb6602d2,New Customers,13,1,1898.61,0.6217827058400779,High Risk (50-70%),2078977.95
9654d6df6a63f5a9b61dd5ba0e0d8286,Loyal Customers,107,1,1891.63,0.7387609288455282,Critical Risk (70-100%),2071334.85
62a71b17bb35ca8351f0ab4fdc7a3354,Potential Loyalists,78,1,1871.64,0.7488704030059158,Critical Risk (70-100%),2049445.8000000005
1ee27e3ae93ad59224094a4ea0c71dc2,New Customers,143,1,1869.8,0.7429127817765839,Critical Risk (70-100%),2047431.0
0c2fa77ed1433d1b2ed06724ed0d5237,New Customers,154,1,1867.85,0.7489465821172053,Critical Risk (70-100%),2045295.75
fafe2f8e0b7065fef995698ef3809fec,Champions,38,1,1861.25,0.7453477369767908,Critical Risk (70-100%),2038068.75
74a63835c6e5eaef19af58cc83f663aa,Loyal Customers,38,1,1859.1,0.7305145544680751,Critical Risk (70-100%),2035714.5
1eb6f015c37dc8e3f5b531fbca809a49,New Customers,110,1,1843.85,0.7211180019177628,Critical Risk (70-100%),2019015.75
01858f2fad256b1689f5bdafc059f745,New Customers,29,1,1841.11,0.632773291687409,High Risk (50-70%),2016015.45
18360e41b00709cc7b2c6f391eff829e,New Customers,72,1,1839.05,0.7351153061889717,Critical Risk (70-100%),2013759.75
89b692db0c2020ee873dbf261d941543,Loyal Customers,44,1,1832.54,0.7319752344828763,Critical Risk (70-100%),2006631.3
8d434defc893fd9ac17fabd1462cbce3,Loyal Customers,105,1,1830.99,0.7319444471091054,Critical Risk (70-100%),2004934.05
8ac03172dc8e36a4c5e0b694ef3235aa,Loyal Customers,98,1,1828.41,0.7275381259038457,Critical Risk (70-100%),2002108.95
6ae98e2bdf8d09e86cd16479fa511f9e,Loyal Customers,31,1,1821.82,0.7220679778522652,Critical Risk (70-100%),1994892.9
66b219a06a37d7129406e32d295a46fb,Potential Loyalists,142,1,1816.11,0.7446619300242235,Critical Risk (70-100%),1988640.45
c40698869e63dc7c57f3f66e767e7287,Champions,171,1,1814.29,0.7740759544272218,Critical Risk (70-100%),1986647.55
77c404a3e8a4ee3808befcc4663ac123,Loyal Customers,171,1,1804.05,0.7665135422234935,Critical Risk (70-100%),1975434.75
21b7e7811ddc742cba9b74aaf89fb281,New Customers,79,1,1797.73,0.7354508700799387,Critical Risk (70-100%),1968514.35
38e482d7770a43f5929378c4dec76d5e,Potential Loyalists,13,1,1789.02,0.6183478132429815,High Risk (50-70%),1958976.9
c11f76d3806da64a4c64ea47627444e2,Champions,117,1,1784.2,0.7419302587810196,Critical Risk (70-100%),1953699.0
b3879dce6b4a3b94b748b6c9b567695e,Champions,23,1,1768.4,0.6454767229081899,High Risk (50-70%),1936398.0
082f4a93605df980ab01581db54640d3,New Customers,48,1,1759.26,0.7123889181349125,Critical Risk (70-100%),1926389.7
c9b33c9f1440ff1ebc8d4fe9b182614e,Champions,162,1,1759.04,0.76463968614531,Critical Risk (70-100%),1926148.8
910f0afb84bc778e856d3683c7e8a46a,Loyal Customers,33,1,1756.1,0.7171805058624292,Critical Risk (70-100%),1922929.5
a1a9e43decb5941c1fc7f7c5fd507c5d,Champions,50,1,1738.17,0.734373770212714,Critical Risk (70-100%),1903296.15
10811ce4adce690edaf95b2e8eb3845a,New Customers,177,1,1736.3,0.749970133253956,Critical Risk (70-100%),1901248.5
4d32ae832a9e254bda80dac89fd37afb,Potential Loyalists,98,1,1733.7,0.7107474192247224,Critical Risk (70-100%),1898401.5
a43af8fbe622cbe4be01322821f61145,Champions,167,1,1730.87,0.7648898646943075,Critical Risk (70-100%),1895302.65
6aa828fc903b810472cff927dd42b500,Loyal Customers,127,1,1730.87,0.7354817607274878,Critical Risk (70-100%),1895302.65
2f0ce2fb407114dbfa866f22c7cf9e9d,New Customers,149,1,1729.98,0.7334424895693137,Critical Risk (70-100%),1894328.1
42f1fdf511aeb359f56e375cae330892,Potential Loyalists,13,1,1728.81,0.6115277693218979,High Risk (50-70%),1893046.95
79dbe8f7d2cd77fc463cfb663ab1375c,Loyal Customers,23,1,1702.35,0.629430489493933,High Risk (50-70%),1864073.25
079ad4f138ec38e726e7d9ac51ae1410,Others,178,1,1680.25,0.7081133535509143,Critical Risk (70-100%),1839873.75
c8639255be49cc9a738ca337bcf2833f,Champions,124,1,1675.71,0.7359642598193331,Critical Risk (70-100%),1834902.45
2d0151326be4a97cbfbc8bdcef558e10,New Customers,135,1,1672.08,0.7196467166674227,Critical Risk (70-100%),1830927.6
28e7419981c810e071e0f6b061129fbc,New Customers,164,1,1672.0600000000002,0.7367399993951799,Critical Risk (70-100%),1830905.7
e0c3bef7c7e5679c7776c40abec7fe2b,Champions,174,1,1662.02,0.7694816416939027,Critical Risk (70-100%),1819911.9
5a1f8efaa6ce666e9622bf2e22c42aac,Potential Loyalists,152,1,1658.81,0.7359245693239649,Critical Risk (70-100%),1816396.95
c89e2005ddcd889c687343e2a7d7a115,Champions,25,1,1655.6,0.634935938197296,High Risk (50-70%),1812882.0
061e0d9d23f099ebcc78d1c90f94dfbe,New Customers,17,1,1654.46,0.5995324967666473,High Risk (50-70%),1811633.7
6d8ee4a9676fc8b41d3edc2a1eb46579,Loyal Customers,162,1,1645.82,0.7476808761288048,Critical Risk (70-100%),1802172.9
5993c0ed4bc51b72a8332bb7fa4303c5,Potential Loyalists,50,1,1644.76,0.7102409627846482,Critical Risk (70-100%),1801012.2000000002
3e2dfa26943efe5cf2f76a725b6675a7,Potential Loyalists,78,1,1638.72,0.7273412123629958,Critical Risk (70-100%),1794398.4
12138e8ba93973c9b561253683f5581b,New Customers,86,1,1638.35,0.7246340229338101,Critical Risk (70-100%),1793993.25
74092b9d4919431b8b4c02fd8569bccd,Loyal Customers,75,1,1635.54,0.7326868575265829,Critical Risk (70-100%),1790916.2999999998
fe203d7588a60b447f5c5f089b967097,Champions,103,1,1628.07,0.7265331119405375,Critical Risk (70-100%),1782736.65
ee1ab7f8a445e29acff592989e83a70a,Champions,66,1,1626.65,0.7411473616550696,Critical Risk (70-100%),1781181.75
6411590d91c48640cb07e72fbb4a359e,Potential Loyalists,163,1,1619.73,0.7386435880718392,Critical Risk (70-100%),1773604.35
f0d3389b217aa61b5a66744ddd694cc3,Loyal Customers,178,1,1603.0800000000002,0.7311961963395426,Critical Risk (70-100%),1755372.6
005226be8d5b972d0f72b4e8a79f322b,New Customers,150,1,1600.51,0.7217589088000284,Critical Risk (70-100%),1752558.4500000002
fb94a0ec084fa8e33ec943992e3c6929,Champions,75,1,1589.57,0.7430717116667668,Critical Risk (70-100%),1740579.15
71150730b022797afd6a487820125da0,Loyal Customers,41,1,1570.79,0.7046358763603419,Critical Risk (70-100%),1720015.0499999998
d941a608aa14794954f62d8c3da2b9dd,Champions,84,1,1570.21,0.7465428856616205,Critical Risk (70-100%),1719379.9500000002
ff6c9c45f6cee4ec0785650b18322d73,Champions,42,1,1568.72,0.7206152480788678,Critical Risk (70-100%),1717748.4
73e9c626827cd8c4bb38b55ab31d816e,Loyal Customers,49,1,1562.5700000000002,0.7092723929536697,Critical Risk (70-100%),1711014.15
9d0ace373bd69cc599d745b9d1a323c7,Loyal Customers,139,1,1556.7,0.7261434478379396,Critical Risk (70-100%),1704586.5
301fdbdb88825096a683fcfacac44718,New Customers,46,1,1556.67,0.6907405436349136,High Risk (50-70%),1704553.65
b3fc51a2057e04657dbe29f48f3ecaaa,Champions,150,1,1550.68,0.7394089703051661,Critical Risk (70-100%),1697994.6
4dba78a69f5fb2d5ba4bdf9696e1eb8f,Potential Loyalists,114,1,1549.41,0.7024558593788821,Critical Risk (70-100%),1696603.9500000002
81446cd6d7ceaddfc66d7ab9ec60aa55,Loyal Customers,140,1,1544.62,0.7255872270898027,Critical Risk (70-100%),1691358.9
34cd0f2f38a66796cfbc8a33ece7448c,Potential Loyalists,16,1,1543.25,0.594564572246908,High Risk (50-70%),1689858.75
608b221bbdb07cb279018c0dd04cc730,Potential Loyalists,122,1,1533.62,0.705878278148732,Critical Risk (70-100%),1679313.9
b5585a338bb22b66f02541df26cbb9aa,Champions,87,1,1528.0300000000002,0.7371805651246722,Critical Risk (70-100%),1673192.85
6d73eb39c724d3cd0d45e9e1b6b963a9,Loyal Customers,87,1,1528.0300000000002,0.7297828827343409,Critical Risk (70-100%),1673192.85
b60a410d454528f9b70cd6fb479fba68,Champions,165,1,1525.78,0.7456647849578254,Critical Risk (70-100%),1670729.1
f78a6b62ac5dc9638a4fa0fd5d7b94e1,Champions,169,1,1522.99,0.7547341189155807,Critical Risk (70-100%),1667674.0499999998
64ee3e71d9a27034db0c6a48c29d35d5,Potential Loyalists,11,1,1521.75,0.5842491995706443,High Risk (50-70%),1666316.25
6d887fdae7b23b09c8108f16900dab42,Loyal Customers,41,1,1520.71,0.6996255567111249,High Risk (50-70%),1665177.4500000002
361dc89b24a5dc808b2803a1ac33ff3f,Potential Loyalists,133,1,1518.55,0.7111830887105258,Critical Risk (70-100%),1662812.25
5b7b7009010e8dbf35aa64441cd01b25,Potential Loyalists,172,1,1511.86,0.7338178166146802,Critical Risk (70-100%),1655486.6999999995
ef068814b087cac3c1bb6cea58c98480,Champions,137,1,1506.05,0.7350960469991004,Critical Risk (70-100%),1649124.75
1003a1d72627f1a71f255e239aaa4bfd,New Customers,111,1,1501.45,0.6876647950074104,High Risk (50-70%),1644087.75
fad1bbf902fbdf64f92f33d010ab8cb7,Champions,42,1,1500.19,0.7139676422565102,Critical Risk (70-100%),1642708.0499999998
e7d3b17772a74209d76965c84d5b286d,Champions,55,1,1498.46,0.722339213117867,Critical Risk (70-100%),1640813.7000000002
58f887ad477318fadcf6a93a1e24c076,Potential Loyalists,76,1,1490.53,0.7118024940765598,Critical Risk (70-100%),1632130.35
c6f70f6262d971489361b0d4fb0936ed,Champions,32,1,1488.59,0.6977922330742692,High Risk (50-70%),1630006.0499999998
79e12483f9b14c3254db94bd137a4b70,Loyal Customers,23,1,1480.73,0.6043820905457837,High Risk (50-70%),1621399.35
d3729a20d98aab032427c9d19d7cb7b9,Champions,22,1,1478.48,0.6210769177285691,High Risk (50-70%),1618935.6
b35e7c1ee8ccbce232fad3bc996e6298,Champions,175,1,1478.45,0.7470042148562692,Critical Risk (70-100%),1618902.75
f85107d1dbc6b78bb1c784d5928c14c3,Champions,139,1,1476.07,0.733462343354988,Critical Risk (70-100%),1616296.65
886583680443fec2ba8b1426cc6facde,Loyal Customers,25,1,1474.76,0.6056583193722685,High Risk (50-70%),1614862.2000000002
2be7d578854588f75b1922cf7627e1be,New Customers,38,1,1472.47,0.6762504772655538,High Risk (50-70%),1612354.65
acaf9c8dbadcef1c6ce123806c9e6c34,Champions,74,1,1468.45,0.7237496070935704,Critical Risk (70-100%),1607952.75
73685133e38f5b824324971c0274855a,Loyal Customers,113,1,1462.65,0.7010617572805382,Critical Risk (70-100%),1601601.75
77fa3678811c2abc56902a24273a4dbd,Loyal Customers,92,1,1458.51,0.726202276790637,Critical Risk (70-100%),1597068.4500000002
da9e0576ca0ecbb67dc3778628481caa,Champions,70,1,1442.79,0.726389214059599,Critical Risk (70-100%),1579855.0499999998
a1a1c5083998a1ed55698a1b0d005def,Champions,124,1,1439.27,0.7134074024778473,Critical Risk (70-100%),1576000.65
0fbad5f5683626b3c234ef751d2ff166,New Customers,88,1,1437.64,0.706331150488942,Critical Risk (70-100%),1574215.8000000005
ac6152d2a8d11ea64813c56676d73202,Champions,138,1,1436.84,0.7216510016332857,Critical Risk (70-100%),1573339.7999999998
be74c431147c32ab2d7c7cef5e4a995f,Champions,111,1,1436.46,0.7050926874484097,Critical Risk (70-100%),1572923.7000000002
6899ba25b05f771af3ede719ef5c861f,Potential Loyalists,102,1,1432.92,0.68291537400606,High Risk (50-70%),1569047.4
a88cd5c40de7b2e386dddcdc5749e527,Champions,62,1,1431.63,0.7126594008457643,Critical Risk (70-100%),1567634.85
679539028487c610a89de1494fef40da,Potential Loyalists,157,1,1431.33,0.7172693431021427,Critical Risk (70-100%),1567306.35
4f8f99500e6fc01d458cbc399f891cbf,Potential Loyalists,94,1,1430.91,0.6774498911758687,High Risk (50-70%),1566846.4500000002
0129d48dce554d95f641d01eaa88904a,New Customers,167,1,1429.59,0.7154537356981596,Critical Risk (70-100%),1565401.0499999998
4897f0607bb084b7a12f7afeaaf30c08,Potential Loyalists,127,1,1427.5800000000002,0.6983990711463365,High Risk (50-70%),1563200.1
c39144ea573bf91bb79650405c09a76d,Champions,43,1,1426.5800000000002,0.6995176818634155,High Risk (50-70%),1562105.1
939550a2c0964d6ad3d9974d3e626d0c,Loyal Customers,82,1,1423.21,0.7167001060054925,Critical Risk (70-100%),1558414.9500000002
6f692962aeac7cd4a868499095b24849,Loyal Customers,139,1,1418.86,0.7128373386445985,Critical Risk (70-100%),1553651.7000000002
